epoch,train_loss,train_miou,train_mf1,train_iou_impervious,train_iou_building,train_iou_lowveg,train_iou_tree,train_iou_car,train_f1_impervious,train_f1_building,train_f1_lowveg,train_f1_tree,train_f1_car,test_loss,test_miou,test_mf1,test_iou_impervious,test_iou_building,test_iou_lowveg,test_iou_tree,test_iou_car,test_f1_impervious,test_f1_building,test_f1_lowveg,test_f1_tree,test_f1_car,lr
42,0.1252432249451953,0.9131126290946094,0.9525134719649977,0.9394767917692661,0.9801249751062305,0.8835282307808046,0.843242649540857,0.9191904982758893,0.9685561872330962,0.9899067398859747,0.9374783257681806,0.9140178198442461,0.952608287093491,0.2775705950186839,0.8378865722437492,0.9015546955034944,0.8754384151053807,0.9298086705310862,0.7450015041385851,0.7682246181463438,0.8709596532973505,0.9319962467478506,0.9567852533295897,0.8461463388925977,0.8663648013457943,0.9064808372016394,6.24344943582428e-05
43,0.12462026857839967,0.9130481390420485,0.9525392911473972,0.9416666428248087,0.9802719711981438,0.8860301691348906,0.846090380102396,0.9111815319500036,0.9697878744978309,0.9900079071208736,0.9390191477996475,0.9159400251086283,0.9479415012100058,0.2608850024463165,0.8384077742222755,0.9020479750664692,0.8749723834177804,0.9254842980040444,0.7443473245357237,0.7732772731355259,0.8739575920183034,0.9317208044489677,0.9545890290565745,0.845802853779505,0.8694907377737211,0.9086364502735773,6.0907162069827195e-05
44,0.12247483718588396,0.9155458473652187,0.9542603613660452,0.9425658785082676,0.9800358262878878,0.8888850465968803,0.844725507070069,0.9215169783629891,0.9702780997454686,0.9898624670812276,0.9405902835660561,0.9147408154500025,0.9558301409874711,0.2774000076784028,0.8366547561886293,0.9007006895381598,0.8732522347616771,0.9259648075889028,0.7425754357957177,0.7710807967990164,0.8704005059978318,0.9306607032786683,0.9539957637405806,0.8449010661620369,0.8682308653081198,0.9057150492013937,5.93690657292863e-05
45,0.12112256199880331,0.9163717514317897,0.9542910818966683,0.9428225417655928,0.9806507609232709,0.8880576632089086,0.8486517424936648,0.9216760487675115,0.9703675419418114,0.9902014588915633,0.9399488741222414,0.9173886413765248,0.9535488931512012,0.27096707716820734,0.8387333811319891,0.9019171291224544,0.875243873350204,0.9254266800551069,0.7440507925810322,0.7791631447653922,0.8697824149082104,0.931681559113425,0.9535611712277565,0.8456117680146682,0.8734257574520246,0.9053053898043969,5.7821723252011606e-05
46,0.1210892307917001,0.918259463748998,0.9560864408642364,0.941990093914447,0.9799933532873789,0.889385763141844,0.8496817825017152,0.9302463258996054,0.9699223653638954,0.9898415641798278,0.9408776227542629,0.9180001198705421,0.961790532152654,0.2714173160197716,0.8381098110465303,0.9017833462804156,0.876349823815482,0.9304740598927888,0.7425629434486231,0.7715245553898433,0.8696376726859145,0.932429656697113,0.9575723818615433,0.844362157343793,0.8684089114232425,0.9061436240763859,5.6266661678215284e-05
47,0.11928482222612258,0.9181500354298839,0.9556312002914321,0.9429710632948963,0.9805690363325454,0.8918659089616051,0.8508963931213926,0.9244477754389798,0.9704580352835509,0.9901566252452784,0.9422472569585084,0.9185812984388356,0.9567127855309872,0.27600772412759916,0.8355717058456132,0.9001764721655118,0.8746060712469949,0.9258223620080759,0.7394392566666717,0.7682248804540861,0.8697659588522382,0.9314733871851594,0.9545081929823781,0.8424006818623146,0.8663792779504447,0.9061208208472626,5.470541566592577e-05
48,0.11845783715101856,0.9188906373525108,0.9562701359148902,0.9442970519540487,0.9812381144751001,0.8904957532606743,0.8522073510620329,0.9262149160106977,0.9711661035050357,0.9905040555729314,0.9414997991268189,0.9195257235640759,0.9586549978055889,0.28467567247294245,0.8357435101421462,0.9000195177804018,0.8760091920220663,0.9256786155026584,0.7396283487138885,0.7652582657479104,0.872143128724207,0.9323378368968521,0.9539585882541729,0.8422586975519224,0.8643801863592179,0.9071622798398438,5.313952597646573e-05
49,0.11734943238466426,0.9193774488099196,0.9562188304446213,0.9457856273209607,0.9795837747278037,0.8931772028682409,0.8528060324628044,0.925534606669788,0.9719830166298817,0.9892619383384536,0.9430609758593141,0.9196764611357288,0.9571117602597281,0.2748501082320535,0.8372570902759595,0.9010751062210517,0.8762862741474121,0.9267719442409182,0.7384353460714458,0.7712301053698101,0.8735617815502106,0.932416597579153,0.955072039202398,0.8414255156000058,0.8680256201078582,0.9084357586158432,5.1570537953906474e-05
50,0.11572027378025707,0.9211076005650856,0.9572411362877389,0.9461051990036611,0.982288762651108,0.8955465139890159,0.8560566932514861,0.9255408339301573,0.9721532608461984,0.9910442889390682,0.9443800404685704,0.921786332436857,0.9568417587480006,0.26775913271639085,0.8380874339616785,0.9016056136864439,0.8769737347250893,0.9274037574632241,0.7425944632554929,0.7733246212204298,0.8701405931441557,0.9329135311988093,0.9549870428490813,0.8445001863219272,0.8696017554860552,0.9060255525763456,5.0000000000000057e-05
51,0.11458651264439579,0.9215098868779563,0.9574492186293441,0.9470531351312443,0.981717800790513,0.8968723075533355,0.8555602721042104,0.926345918810478,0.9726609930033858,0.9907453816387741,0.9450940999623887,0.9213656787101351,0.9573799398320362,0.2780810409181175,0.8385139005184765,0.9018442307188991,0.8760130097941746,0.9310117195996027,0.7404864059746383,0.7727749376069932,0.8722834296169735,0.932343826728809,0.9573219816844142,0.8427162820637463,0.8692021945201068,0.9076368685974193,4.842946204609364e-05
52,0.1116620844092082,0.9228317563042596,0.9583291364434959,0.9473679941837434,0.9831426382340767,0.9002448134124279,0.8610561052682223,0.922347230422828,0.9728051890612837,0.9914786715784655,0.9470241400158049,0.9247719099090332,0.9555657716528927,0.2866271933511136,0.8388008004557046,0.9020712485147262,0.8781172008741469,0.9285166154778193,0.7442384425195909,0.7704504023468683,0.8726813410600972,0.933573055832971,0.9554853504379416,0.8457848609593271,0.8678079964920493,0.9077049788513417,4.686047402353438e-05
53,0.11238270107208302,0.9234157278719876,0.9589303685742744,0.9476608269744449,0.9824925484480681,0.898152154766851,0.8600389969845613,0.9287341121860124,0.9729619513545672,0.9911407557544997,0.9457889431549618,0.9241615347388562,0.9605986578684871,0.27439183845288223,0.837651384485856,0.901379056097694,0.8750382737507896,0.925189114160954,0.7423541520145678,0.7724949922116976,0.8731803902912707,0.9317675067526376,0.9535126877284806,0.8444158893135105,0.8689913734492234,0.9082078232446179,4.529458433407433e-05
54,0.1106912396348047,0.9246401931124705,0.9593275512655473,0.9478608734077878,0.9827464366400683,0.9008229431454782,0.863140944391489,0.928629767977529,0.9730879329356135,0.9912778342768604,0.9473714274444768,0.9260106706795374,0.9588898909912478,0.27354813334606,0.8385706568609864,0.9018629185303982,0.8787342101808578,0.9308209115314106,0.742085587070693,0.7706660612944572,0.8705465142275133,0.9338402741499603,0.9571075454017367,0.8439589176673502,0.8677169423809729,0.9066909130519712,4.3733338321784836e-05
55,0.10973309089119236,0.9259903546284747,0.9604284854492923,0.948901228054806,0.9837392460968759,0.9016068682626441,0.8618484220846936,0.9338560086433534,0.9736413048989115,0.9917858271027359,0.9477736482703422,0.925079257009601,0.9638623899648708,0.2848591641596859,0.8384961125455679,0.9019169211606826,0.8762382439204625,0.9305008758628179,0.7425756195175742,0.7695108693506982,0.8736549540762863,0.9324769800170905,0.9569188984736412,0.8444654968574948,0.8672324142206667,0.9084908162345199,4.21782767479885e-05
56,0.10855565840999286,0.9264584156719071,0.9605157298512836,0.9494572168699017,0.9832679167113922,0.903800301529743,0.862974871225931,0.9327917720225675,0.9739252793182515,0.9915284646902607,0.9490687686305046,0.9256912940706816,0.9623648425467196,0.27978565475888667,0.8397977968500484,0.9028075739905248,0.8773228660935447,0.9317597452373731,0.7450003152535785,0.771248537514891,0.8736575201508545,0.9331060135560939,0.9576645615968892,0.8462001788022394,0.8684353199428944,0.9086317960545068,4.0630934270713814e-05
57,0.10826841038134363,0.9244903159776218,0.9585476789540849,0.9508089390065935,0.9832365697732678,0.9024873719447188,0.8638077568676736,0.922110942295856,0.9746627689775379,0.9915232740540374,0.9482920425751153,0.926345584009001,0.9519147251547324,0.2952584869095257,0.8390593378109829,0.9022579382873607,0.8768445336156421,0.9321590774352588,0.7415478611069303,0.7679459709260199,0.8767992459710628,0.9328273511860862,0.9580619027693736,0.8436310196319712,0.8661834188666592,0.9105859989827134,3.909283793017293e-05
58,0.10771114426596021,0.9258189956209174,0.9601244347675669,0.9491549077685233,0.9823665669946758,0.9031467309428586,0.8653461212913195,0.9290806511072097,0.9737572452151023,0.9910670461668788,0.9486005906502456,0.927236026835663,0.9599612649699447,0.27829819752110374,0.8406595861317502,0.9032462319780802,0.877779140122353,0.9309032730876453,0.7443199342427155,0.7751529664983825,0.8751426167076543,0.933326928586011,0.957092598956812,0.8453430518349895,0.8708569293467957,0.9096116511657925,3.75655056417573e-05
59,0.10630419697716004,0.927567788944752,0.9610583254733094,0.9512612816912157,0.9841037289135985,0.9050189296680468,0.867340710428026,0.9301142940228736,0.9748944840403458,0.9919727407879907,0.9497484468654329,0.9284122847411085,0.9602636709316684,0.28211038447325193,0.8400288270490746,0.9029420171759768,0.8781062863648884,0.9306589606262389,0.7450052868900081,0.7716237919198142,0.8747498094444237,0.933584408776399,0.9569027227303551,0.8461056219461757,0.8685936488344743,0.9095236835924794,3.605044469803859e-05
60,0.10555586274885745,0.9279713163014364,0.9612081247609401,0.9503358184463448,0.9820820829934545,0.9061100921697087,0.8662490316287235,0.9350795562689503,0.974369135279037,0.9898082720262187,0.9503391257931374,0.9277415429150808,0.9637825477912271,0.2882766371652011,0.8387481746189888,0.9021344140284933,0.8779342063362636,0.9301211928564405,0.7419077886918944,0.7705373586643309,0.8732403265460144,0.9334842118041496,0.9566452933576826,0.8440114567864317,0.868025064772849,0.908506043421353,3.454915028125269e-05
61,0.10503941490659835,0.9282286770365857,0.9612989755511359,0.9506112811742006,0.983966353452868,0.9046415899086881,0.8681062273681164,0.9338179332790552,0.9744960483961042,0.9918962560763348,0.9494517353614108,0.9288058985312863,0.9618449393905432,0.284542808368329,0.8395869486388706,0.9027257046356698,0.8780776359259136,0.931149833022602,0.742332468903254,0.7727276391926265,0.8736471661499569,0.9335808658648136,0.9574178402474667,0.8444335915763715,0.8694131650596514,0.9087830604300462,3.3063103987735474e-05
62,0.10338229565294804,0.9316550241024405,0.9638889530914245,0.9526289146807458,0.9843750418060355,0.9088789484015217,0.8706687679169355,0.9417234477069643,0.9756134419165143,0.9921054081267877,0.9518865130412183,0.9303797192002109,0.9694596831723915,0.28340949304401875,0.8391766353077921,0.9024370233427147,0.8772118654516008,0.9302763094190538,0.7429965401570948,0.7697951233103162,0.8756033382008946,0.9330321789835783,0.9572228477645379,0.844948005337121,0.8674749741521657,0.9095071104761708,3.159377236576616e-05
63,0.102348403574002,0.9309067840411984,0.9628362239144591,0.9537766357814824,0.9848564810774945,0.9091526490670664,0.8727856708897485,0.9339624833901999,0.9762363486700778,0.9923532812626027,0.9520061801271699,0.9314848740332776,0.9621004354791675,0.2872172757569287,0.8401168564245814,0.9030582469798913,0.8773639507236934,0.9326499265337748,0.7442864115157771,0.7724892325581066,0.8737947607915553,0.933106377067207,0.9585353957059469,0.8459851695584567,0.8690915360008772,0.9085727565669688,3.0142605468261005e-05
64,0.10191274355855529,0.9319090268540162,0.9637016824918108,0.9539233123262724,0.9851835975768389,0.9093761939417433,0.8725731746742019,0.9384888557510244,0.9763202521913849,0.9925231838061359,0.9521144448365596,0.9313879121130095,0.9661626195119639,0.28943546092699446,0.8370903503800194,0.9010366299445746,0.8767801773926568,0.9297164930474191,0.7419073152400198,0.7668872041598199,0.8701605620601821,0.9327932062771764,0.9562086054899773,0.8442003718322949,0.865520144049569,0.9064608220738548,2.8711035421746404e-05
65,0.10105225248952154,0.9311303228415826,0.9631355641592322,0.9541622485827517,0.9850113408433067,0.9100503129539667,0.8718746162399098,0.9345530955879776,0.9764419835077656,0.9924348356422912,0.9525192875390917,0.9310231193406854,0.9632585947663266,0.28839249290998964,0.8392800268613628,0.9023143870466684,0.8779218542197395,0.9324247263490207,0.7410264078764215,0.7704926293993754,0.8745345164622579,0.9334348415241256,0.9581192529564566,0.843200380092972,0.8677160664366734,0.909101394223114,2.73004750130227e-05
66,0.10033196084097856,0.9314428746665794,0.9629531393051284,0.9546591409102634,0.9843248247548386,0.9121348016239978,0.8753768220819809,0.930718783961816,0.976684191925331,0.9920714007758058,0.9537111204152995,0.9331264019559695,0.9591725814532366,0.28900131964612574,0.8399124938669422,0.9028087257557239,0.8783962707670908,0.93238221678055,0.7441830094312392,0.77017338290101,0.8744275894548211,0.9337383618027917,0.9581003736678061,0.8455494139764822,0.8676803094768535,0.9089751698546866,2.5912316294914263e-05
67,0.1004343288346987,0.9308428280607417,0.9624060608595322,0.9551555373602443,0.9827789868469592,0.9097411145490629,0.8741788986932348,0.9323596028542077,0.976965896727562,0.9904998548631586,0.9522828488070061,0.932337884957792,0.9599438189421425,0.28659982488505426,0.839612605339951,0.9025652488229119,0.8778100742234124,0.9324609608877272,0.7430345156481342,0.7704048011274565,0.8743526748130246,0.933389394743726,0.9580900135284829,0.8444974012989824,0.8677994800062472,0.9090499545371206,2.4547929212481466e-05
68,0.09903475706017127,0.9321435685513144,0.9632922081796135,0.9548898669028724,0.9851422903162462,0.9135624942956148,0.8757834677343015,0.9313397235075374,0.976808378450478,0.9924967609174494,0.9544855813790397,0.9332619279706317,0.9594083921804685,0.2896172217137757,0.8394770522675816,0.9025669721237366,0.8763933361522735,0.9327866200889859,0.7416894002447999,0.7715958971825857,0.8749200076692634,0.9325339490341424,0.958747706410537,0.8434963056358038,0.8685233480644798,0.9095335514737194,2.320866025105019e-05
69,0.09799624786332801,0.9346647078723267,0.9651673969313963,0.9553364374571376,0.9854680701262422,0.9155173383101269,0.8776673544888143,0.9393343389793126,0.977021505759207,0.9926649395953795,0.9556041609425049,0.9343054230169631,0.9662409553429275,0.2893739416899662,0.8389407033780738,0.9021955680165842,0.8781192674050255,0.9291844255630932,0.7425386723249204,0.7697844148155243,0.8750767367818053,0.9335829533134813,0.9557699160221926,0.8445413916382786,0.8674670503720059,0.9096165287369629,2.1895831107393498e-05
70,0.09819139904963474,0.9349729147222308,0.9654101558305335,0.9553920895689063,0.9855020073828874,0.9133023887320801,0.8780313457051913,0.9426367422220884,0.977034130007008,0.9926770892765907,0.9539702270528423,0.934624734692555,0.9687445981236715,0.28858982558761326,0.8406717162697562,0.9034078043619168,0.87815651250264,0.9316877772410711,0.7451262758778674,0.7713371023299203,0.8770509133972819,0.9335511372997122,0.9576154665216529,0.8464014117321487,0.8685071984935989,0.9109638077624711,2.061073738537638e-05
71,0.09857382013945391,0.9326422527501428,0.9636256239940195,0.9554641987714503,0.9852640299057519,0.9129346426990297,0.8761265719378436,0.9334218204366388,0.9770986363319621,0.9925605804931676,0.9541289565134967,0.9334140868181343,0.9609258598133368,0.2879084922255032,0.8399361618705804,0.9028230187677388,0.8787033870106652,0.9327457126096955,0.7436056643399218,0.770095091845308,0.8745309535473113,0.9338872670993148,0.9583642674341325,0.8449784406130524,0.8676630808476997,0.909222037844495,1.9354647317351198e-05
72,0.09647480649356213,0.9364580338199933,0.9664943538845616,0.9567985333226345,0.9850962850506659,0.9166986227587417,0.8797489165983818,0.9439478113695428,0.9778235905632421,0.9924744754468997,0.9562041018374136,0.9356039376533476,0.9703656639219053,0.2924184190138938,0.8401977956501975,0.9029175970677373,0.8785657676912489,0.9322587734176999,0.7452475479286578,0.771038426884583,0.8738784623287973,0.933794259668595,0.9580043362601016,0.8460327401866381,0.8681234368016595,0.9086332124216926,1.812880051256554e-05
73,0.09592185110819561,0.9354908594102772,0.9655462841681306,0.956933024028937,0.9860208070388546,0.9170920934390139,0.8797431748222422,0.9376651977223379,0.9778875826101264,0.9929479914917503,0.9563976521415918,0.9355623913068405,0.9649358032903441,0.28982312371215174,0.8400987921903532,0.9029175138699056,0.8789794291295703,0.93273966451959,0.7446186983928321,0.7704913081630828,0.8736648607466903,0.9340983162455365,0.9582426421264271,0.84573946325562,0.8679275815943843,0.9085795661275601,1.693440673381744e-05
74,0.09657072140490292,0.9350754240596736,0.9653635289021351,0.956742554627083,0.9855055621376744,0.9165069089719543,0.8786588231170619,0.9379632714445945,0.9778002596950792,0.9926794295975626,0.95613080164005,0.9349149531307729,0.9652922004472101,0.2956587735800043,0.8399656400527983,0.9028105477636055,0.8781557395344689,0.9325427914422656,0.7442862586458288,0.7708002015475243,0.8740432090939038,0.9335321304320806,0.9581075804715441,0.845554231472825,0.8680683759171272,0.9087904205244508,1.577264470356559e-05
75,0.09515540291451746,0.9358332207081494,0.9657012804227127,0.9575706578239247,0.9856970394375147,0.9180461807107484,0.8804075860038951,0.9374446395646643,0.9782389088202346,0.9927815080462522,0.9569596818046492,0.9359371224705986,0.9645891809718291,0.29021844723158413,0.8401419127655643,0.9029569692091753,0.8783608015094485,0.9303194828449733,0.7458215165025894,0.771445563269986,0.8747621997008248,0.9336837329185415,0.9568258184962685,0.8465461535768133,0.8684057701301361,0.9093233709241173,1.464466094067265e-05
76,0.09463985507479972,0.9354891747788147,0.9651494037886614,0.9573230243943356,0.9858841996777941,0.9176949665502265,0.8804624776045481,0.936081205667169,0.9780971044161186,0.9928751726895991,0.9567461120075776,0.936022692074932,0.9620059377550796,0.295334276344095,0.8406775608954449,0.9033166699001498,0.8791604460704894,0.93303536907548,0.7446118248183102,0.7698074086081415,0.8767727559048032,0.9341771936086347,0.9583249155070572,0.8459067326700956,0.867427102834331,0.9107474048806301,1.3551568628929456e-05
77,0.09467241169746828,0.9358105027220315,0.965576921767443,0.957188679802197,0.9854621532614585,0.9183272488967136,0.8821520657382078,0.9359223659115808,0.9780179894280466,0.9926453841658321,0.9570746222535684,0.9365287295145488,0.9636178834752193,0.2929008242097639,0.8397734614148262,0.9028135814721144,0.8770896929597097,0.9296523067686293,0.7452876180085162,0.7715335678723123,0.875304121464964,0.9329589193481913,0.9563422463021838,0.8462720301029927,0.8686459375519009,0.9098487740553034,1.249444651847704e-05
78,0.09454370590996135,0.9355130391264403,0.9649146658795816,0.9579051590904042,0.9857735920835424,0.9180889071689712,0.8814983792878963,0.9342991580013875,0.9784100152576409,0.9928194786866166,0.9569960461104335,0.9366064169447129,0.9597413723985042,0.29662792570888996,0.8403589224235878,0.9031003625258183,0.8780435884282702,0.9328015499881336,0.7437834681440441,0.7721599813491579,0.8750060242083337,0.9335319801740157,0.9582455132149463,0.8451694699786575,0.8689050695493454,0.9096497797121272,1.1474337861210562e-05
79,0.09317943932385081,0.9381157164358431,0.9671303169970635,0.9590177945792675,0.984363181102607,0.9195164342721304,0.8845670897927549,0.9431140824324555,0.9789847253608603,0.9916722437969838,0.9577929100346402,0.9383818483134442,0.9688198574793888,0.29403353745620403,0.8392375906722412,0.9024641688254473,0.8784456643320265,0.9316404460678025,0.7425368729505747,0.769688496395709,0.8738764736150938,0.933788573131855,0.9576410794959971,0.844338636734156,0.8674437160107964,0.9091088387544317,1.0492249381215497e-05
80,0.09323466269954762,0.9374805348890799,0.9667269775950784,0.9587200805544853,0.9864994487552731,0.919061595229087,0.883047125129788,0.9400744247767661,0.9788334274529201,0.9931894313727185,0.9575160831802189,0.9374363620646889,0.9666595839048454,0.2964221229333253,0.8404753073251673,0.9031557891999202,0.8781299915105577,0.932486689398213,0.7440599127569132,0.7705398484591454,0.8771600945010072,0.9335696373717638,0.9580755482096094,0.8454580981596084,0.8679198134761144,0.910755848782506,9.549150281252648e-06
81,0.09339879158263405,0.9369102637800906,0.9659416374363211,0.9584990370052832,0.9860599544589166,0.9195675626397133,0.8837463906793682,0.9366783741171714,0.9787256058158659,0.9929629502534384,0.9577800103445966,0.9378989559620431,0.9623406648056616,0.2942466932748045,0.8405872653164561,0.9032426223216694,0.8783699858283239,0.9325242454097384,0.7448470861547523,0.7722950123605274,0.8748999968289383,0.9337280169300979,0.9582650957026448,0.8457999656673192,0.8691132390570765,0.9093067942512085,8.645971286271927e-06
82,0.0934139552646903,0.9360703675697246,0.965332626011475,0.9586197684208552,0.9859750756510982,0.919383772407417,0.8822377744924139,0.9341354468768394,0.9787774785683259,0.9929221601358093,0.9576492245673127,0.9368798134354248,0.9604344533505023,0.2950854160719448,0.8398955731283104,0.9028850859572645,0.8788923755997703,0.9314770309461488,0.7449369493812795,0.768194389130388,0.8759771205839657,0.934013174399205,0.9575466815047745,0.8462003202399855,0.8664810578689333,0.9101841957734239,7.78360372489927e-06
83,0.09321351711534792,0.9376390017293117,0.9665709040820731,0.9586072154343128,0.9863802030406617,0.9185640334531113,0.884561025020149,0.940082531698324,0.9787763740527015,0.9931278796698898,0.9572009719318528,0.9383709131565146,0.9653783815994066,0.29735602692715707,0.8391548644736527,0.9022337453295479,0.8766773468445218,0.931548673245642,0.7406639497180189,0.7716946203320746,0.8751897322280067,0.932698544728497,0.9575711905506786,0.8425912308533542,0.86859898721797,0.90970877329724,6.962898649802823e-06
84,0.09202708870482941,0.9383805055861121,0.9671260468366402,0.959704277554044,0.9863654817971919,0.9210309320025973,0.8842968147386003,0.9405050218381263,0.9793547092410672,0.9931206053107533,0.9585910685324451,0.9381401888905267,0.9664236622084091,0.2976789769258291,0.8406229267576857,0.9032494881274455,0.8792459787357421,0.9331219219972217,0.7435573789158038,0.7702549311613279,0.876934422978333,0.9342083704574612,0.9586428792437084,0.8448940470409927,0.8677017782146165,0.9108003656804492,6.184665997806831e-06
